,Target User,Tweet Text,Compound Score,Positive Score,Negative Score,Neutral Score,Date and Time
80,bbcworld,"Seen from the sky, this is the immense destruction caused by an earthquake and tsunami in Indonesia 

(Tap to expan… https://t.co/b3WsBAoiDJ",-0.5719,0.0,0.156,0.844,2018-10-01 14:08:15+00:00
81,bbcworld,RT @rebeccahenschke: https://t.co/rtbB0B8DQj,0.0,0.0,0.0,1.0,2018-10-01 13:22:15+00:00
82,bbcworld,"Hot air balloon hits pylon in Germany, with six rescued https://t.co/6OlCzwpdMR",0.4215,0.219,0.0,0.781,2018-10-01 12:54:46+00:00
83,bbcworld,Former Miss Iraq 'threatened' after fellow Instagram star's murder https://t.co/8lWlfESxd7,-0.743,0.0,0.441,0.559,2018-10-01 12:43:18+00:00
84,bbcworld,"RT @BBCBreaking: French singer and songwriter Charles Aznavour has died aged 94 after a career lasting more than 80 years, a spokesman says…",-0.5574,0.0,0.153,0.847,2018-10-01 12:21:47+00:00
85,bbcworld,Sophia Goulden: Design of first statue of Manx woman revealed https://t.co/RCYWQNt5Ml,0.0,0.0,0.0,1.0,2018-10-01 11:53:57+00:00
86,bbcworld,"RT @BBC_HaveYourSay: What's the best way to get good tips as a waiter or waitress? 

Tell us your tips on tipping:  
✉️HaveYourSay@bbc.co.u…",0.7964,0.272,0.0,0.728,2018-10-01 11:47:10+00:00
87,bbcworld,Postal workers vote for strike ballot over 'horrific' cuts https://t.co/eYBalXYh21,-0.4019,0.0,0.316,0.684,2018-10-01 11:46:26+00:00
88,bbcworld,"""We need to eat""

Survivors of the earthquake and tsunami in Indonesia have been looting shops and petrol stations… https://t.co/mKViX31E8Y",0.0,0.0,0.0,1.0,2018-10-01 11:45:30+00:00
89,bbcworld,Iranian diplomat faces extradition from Germany over 'bomb plot' https://t.co/zF7roI6mkM,-0.4939,0.0,0.262,0.738,2018-10-01 11:39:04+00:00
90,bbcworld,Canada country profile https://t.co/fy2h9XpSgo,0.0,0.0,0.0,1.0,2018-10-01 10:45:49+00:00
91,bbcworld,"This singer wants to challenge attitudes towards women in Kyrgyzstan, a deeply traditional country.

Now she's rece… https://t.co/noqEYvjkYn",0.0772,0.075,0.0,0.925,2018-10-01 10:30:52+00:00
92,bbcworld,Sweden country profile https://t.co/B4KAsKkzFn,0.0,0.0,0.0,1.0,2018-10-01 09:54:40+00:00
93,bbcworld,Indonesia earthquake and tsunami: How warning system failed the victims https://t.co/Anw3otXgYj,-0.7906,0.0,0.5,0.5,2018-10-01 09:50:53+00:00
94,bbcworld,Macedonia referendum: PM vows to go ahead with name change https://t.co/CrcQCA3CTS,0.0,0.0,0.0,1.0,2018-10-01 09:28:55+00:00
95,bbcworld,Indonesia earthquake and tsunami: Dead buried in mass grave https://t.co/VwqtnwdB4l,-0.7845,0.0,0.463,0.537,2018-10-01 09:17:12+00:00
96,bbcworld,Koreas begin clearing landmines from heavily fortified border https://t.co/Ppa8vJTBPq,0.0,0.0,0.0,1.0,2018-10-01 09:13:08+00:00
97,bbcworld,Scientist angers audience with views on women in physics https://t.co/LhxQ24iXgt,-0.5106,0.0,0.268,0.732,2018-10-01 08:50:50+00:00
98,bbcworld,"Indonesia earthquake and tsunami: Desperate search for survivors continues, as officials confirm at least 844 have… https://t.co/6J0xBC74K6",-0.3182,0.0,0.126,0.874,2018-10-01 08:47:03+00:00
99,bbcworld,Survivors guard rubble of Indonesian tsunami town https://t.co/JeQws3B27i,0.0,0.0,0.0,1.0,2018-10-01 06:55:23+00:00
100,cbsnews,Man loses legs after contracting rare blood infection from dog saliva https://t.co/vIhBYlyIkR https://t.co/4vXNksmDXh,-0.3182,0.0,0.161,0.839,2018-10-02 21:29:52+00:00
101,cbsnews,"President Trump: ""This is a very scary time for young men in America."" https://t.co/2OuJNNlUgf https://t.co/PjzGbqeC3s",-0.5413,0.0,0.212,0.788,2018-10-02 21:19:57+00:00
102,cbsnews,"Hillary Clinton on Brett Kavanaugh: ""There's a lot to be concerned about"" https://t.co/cPPgVadwlA https://t.co/EGOEg2BZOF",0.0,0.0,0.0,1.0,2018-10-02 20:59:35+00:00
103,cbsnews,GARBAGE LOCKS AND THE THREE BEARS: These firefighters were determined to confront whoever was ransacking their garb… https://t.co/qmhLQPkF94,0.1779,0.119,0.085,0.796,2018-10-02 20:40:08+00:00
104,cbsnews,POTSHOTS: Pro-marijuana protesters confronted Maryland Rep. Andy Harris outside his office over his opposition to u… https://t.co/acKAspcBSn,-0.4019,0.0,0.198,0.802,2018-10-02 20:19:30+00:00
105,cbsnews,Four members of a militant white supremacist group from California arrested for allegedly trying to incite a riot a… https://t.co/aKBtg8Eq9d,-0.7351,0.065,0.289,0.647,2018-10-02 19:59:51+00:00
106,cbsnews,"""We listened to our critics"": Jeff Bezos, the richest man in the world, is now supporting the Fight for $15 minimum… https://t.co/4azhZnlB2w",0.5719,0.226,0.093,0.681,2018-10-02 19:39:35+00:00
107,cbsnews,"RT @CBSThisMorning: You’ll be getting a text from President Trump beginning Wednesday at 2:18 p.m. ET -- and no, you can’t opt out: https:/…",-0.296,0.0,0.091,0.909,2018-10-02 19:37:36+00:00
108,cbsnews,"Two packages with suspected ricin sent to Pentagon — one addressed to Defense Secretary James Mattis, the other to… https://t.co/wAwmKaqxqQ",-0.1027,0.074,0.093,0.833,2018-10-02 19:19:50+00:00
109,cbsnews,"""CBS This Morning"" co-hosts share their favorite podcast interviews https://t.co/XO3U1JlYPy https://t.co/8LItumc33V",0.6369,0.366,0.0,0.634,2018-10-02 18:59:59+00:00
110,cbsnews,HAPPENING NOW: President Trump is speaking at a convention in Philadelphia amid Supreme Court fight… https://t.co/aQYYKPpRbF,0.5574,0.205,0.0,0.795,2018-10-02 18:59:35+00:00
111,cbsnews,WATCH: Democratic Senators address Kavanaugh controversy https://t.co/8U8OrI51bu https://t.co/Jxk8XDRyal,0.0,0.0,0.0,1.0,2018-10-02 18:43:18+00:00
112,cbsnews,Kids cost parents most when they're adults https://t.co/yKoDu2eU4j https://t.co/pHgEd4jgoQ,0.0,0.0,0.0,1.0,2018-10-02 18:39:42+00:00
113,cbsnews,WATCH: GOP Senators are addressing the FBI's investigation of Kavanaugh and accusations against him… https://t.co/eDunEYr8fh,-0.3182,0.0,0.141,0.859,2018-10-02 18:32:02+00:00
114,cbsnews,Helicopter called to Penn State tailgate after crowd becomes rowdy https://t.co/QepCAEuZBg https://t.co/fICFVsww2Y,0.0,0.0,0.0,1.0,2018-10-02 18:19:38+00:00
115,cbsnews,4 members of white supremacist group arrested in violent 2017 Charlottesville rally https://t.co/xc6hJHLVXY https://t.co/teljuGsfnn,-0.7579,0.081,0.378,0.541,2018-10-02 18:14:47+00:00
116,cbsnews,"TAILGATE TERROR: When the crowd outside the Penn State-Ohio State game began assaulting police horses, the state po… https://t.co/qb8GmnQlgP",-0.8143,0.0,0.304,0.696,2018-10-02 17:58:38+00:00
117,cbsnews,"President Trump: ""I remember my college days, everybody was drinking. It was like normal. I was abnormal. It was to… https://t.co/5Wj2T3dCDz",0.3612,0.116,0.0,0.884,2018-10-02 17:32:54+00:00
118,cbsnews,President Trump: It's a scary time for young men. https://t.co/T86FLolQGG https://t.co/9Hu3XzYzXV,-0.4939,0.0,0.262,0.738,2018-10-02 17:31:10+00:00
119,cbsnews,"WATCH: Pres. Trump says new trade deal with Canada and Mexico has gotten ""tremendous reviews.""… https://t.co/BB0ldk4W52",0.0,0.0,0.0,1.0,2018-10-02 17:24:02+00:00
120,cbsnews,"RT @CBSThisMorning: As the #CTMPodcast celebrates two years this week, @GayleKing, @jdickerson and @NorahODonnell share their favorite epis…",0.836,0.372,0.0,0.628,2018-10-02 16:49:55+00:00
121,cbsnews,"U.N. nuke agency won't take Israel leader Benjamin Netanyahu's Iran allegations ""at face value""… https://t.co/aIcXZHp9bI",0.0,0.0,0.0,1.0,2018-10-02 16:44:32+00:00
122,cbsnews,WATCH: Rep. Nancy Pelosi addresses Kavanaugh accusations as FBI investigates Supreme Court nominee… https://t.co/Su6kGEq4II,0.3182,0.201,0.128,0.67,2018-10-02 16:34:18+00:00
123,cbsnews,Man wins $1 million in New Jersey lottery using fortune cookie numbers https://t.co/DcxRkf7HbJ https://t.co/ORS9M9ssh0,0.5719,0.222,0.0,0.778,2018-10-02 16:29:54+00:00
124,cbsnews,The first ladies exchanged gifts and sat for a private tea for 30 minutes at Ghana's presidential palace on Tuesday… https://t.co/9jG0U8sHX2,0.0,0.0,0.0,1.0,2018-10-02 16:15:12+00:00
125,cbsnews,"Officials urge citizens not to approach murder suspect Kirby Wallace if seen, but to call authorities… https://t.co/jOTGn6RPlN",0.1948,0.125,0.084,0.791,2018-10-02 16:08:44+00:00
126,cbsnews,WATCH: Officials give an update on the manhunt for a murder suspect accused of killing two people in northern Tenne… https://t.co/cmFOzvRkJI,-0.926,0.0,0.458,0.542,2018-10-02 16:04:53+00:00
127,cbsnews,Hundreds stranded on Baltic Sea ferry after engine failure https://t.co/8GXiZaEEzd https://t.co/rdcIBa0YKd,-0.5106,0.0,0.248,0.752,2018-10-02 16:00:53+00:00
128,cbsnews,Woman blinded in one eye by Brooks Koepka tee shot at Ryder Cup https://t.co/gRdtt4ljFe https://t.co/CSopiVfHX5,0.0,0.0,0.0,1.0,2018-10-02 15:59:58+00:00
129,cbsnews,"""America To Me"": School committed to diversity confronted with its own inequity https://t.co/cxoX1iLjoB https://t.co/OnYA0LqbHj",0.0772,0.132,0.113,0.755,2018-10-02 15:44:38+00:00
130,cbsnews,"Texas surf resort tested after surfer dies from ""brain-eating amoeba"" https://t.co/tSWdQ3Pxj2 https://t.co/WgssCx74Fo",0.0,0.0,0.0,1.0,2018-10-02 15:30:01+00:00
131,cbsnews,Dunkin' Donuts fires workers for dumping water on homeless man https://t.co/UCSmK1jYTs https://t.co/7UVWzUtU3Q,-0.3182,0.0,0.173,0.827,2018-10-02 15:14:45+00:00
132,cbsnews,This 8-year-old girl became a barber before starting 2nd grade. Now she gives free haircuts to neighborhood kids --… https://t.co/oh9Abcagms,0.5106,0.155,0.0,0.845,2018-10-02 15:00:53+00:00
133,cbsnews,NEW RECORD: Brazil's Maya Gaberia rode a 68-foot wave in Portugal and nearly drowned en route to become a world rec… https://t.co/a8aFLLiSDN,-0.5994,0.0,0.17,0.83,2018-10-02 14:41:04+00:00
134,cbsnews,"To kick off Breast Cancer Awareness Month, tennis great Serena Williams goes topless and sings ""I Touch Myself"" in… https://t.co/vqomlhwLVI",-0.0772,0.155,0.166,0.679,2018-10-02 14:20:38+00:00
135,cbsnews,"Tom Petty's daughter reflects on the pain and catharsis of making ""An American Treasure"" https://t.co/a1td4pq6Ij https://t.co/jsFMhatEzZ",-0.2732,0.113,0.169,0.718,2018-10-02 14:00:38+00:00
136,cbsnews,"Senator Joni Ernst says her support of Judge Brett Kavanaugh shows women that ""we are innocent until proven guilty""… https://t.co/pOLb7R0nLX",0.6249,0.221,0.0,0.779,2018-10-02 13:40:50+00:00
137,cbsnews,"""I’ve been to a lot of [Trump] rallies, but this is a first."" Halloween came early at last night's rally in Tenness… https://t.co/EzGcGBzLoi",0.0,0.0,0.0,1.0,2018-10-02 13:23:11+00:00
138,cbsnews,"Red tide likely spreads in Florida, causing breathing problems for beachgoers https://t.co/tJtDvv47BE https://t.co/jdGZ3QqiAv",-0.4019,0.0,0.184,0.816,2018-10-02 13:04:41+00:00
139,cbsnews,"For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from Presiden… https://t.co/ye1HX0S8MP",0.296,0.104,0.0,0.896,2018-10-02 12:50:30+00:00
140,cbsnews,"A former top FBI official, who has been in contact with those involved in the Kavanaugh inquiry, described a ""war r… https://t.co/MjG4ErCrJG",-0.4767,0.076,0.165,0.759,2018-10-02 12:47:31+00:00
141,cbsnews,"This 8-year-old girl became a barber before even starting the 2nd grade, and now gives free haircuts to neighborhoo… https://t.co/RSNuWqHOcQ",0.5106,0.155,0.0,0.845,2018-10-02 12:41:16+00:00
142,cbsnews,Manhunt in Tennessee for suspect accused of killing 2 in violent crime spree https://t.co/P7fnkwitjY https://t.co/TLK55CaLl0,-0.9451,0.0,0.643,0.357,2018-10-02 12:34:53+00:00
143,cbsnews,"RT @AnthonyMasonCBS: A year ago today, we lost @TomPetty His daughter, Adria Petty, talks about “An American Treasure,” the new boxed set t…",-0.4767,0.0,0.17,0.83,2018-10-02 12:33:51+00:00
144,cbsnews,"RT @NorahODonnell: “These are the most courageous women I have ever met in my life. ... to see them sob like that, you understand the pain…",0.6361,0.205,0.066,0.729,2018-10-02 12:21:45+00:00
145,cbsnews,"RT @CBSThisMorning: “This does expand opportunity for our dairy farmers, for eggs and poultry going into Canada. And it levels the playing…",0.6249,0.203,0.0,0.797,2018-10-02 12:21:17+00:00
146,cbsnews,RT @CBSThisMorning: “The witnesses that she named have either denied those claims or cannot corroborate... I do believe that she has suffer…,-0.4404,0.0,0.127,0.873,2018-10-02 12:16:26+00:00
147,cbsnews,"RT @CBSThisMorning: For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from President Tr…",0.296,0.095,0.0,0.905,2018-10-02 12:15:59+00:00
148,cbsnews,RT @CBSThisMorning: “What message that sends to women in America is that we are innocent until proven guilty in this great country. And I h…,0.5719,0.215,0.092,0.693,2018-10-02 12:15:59+00:00
149,cbsnews,"Death toll in earthquake, tsunami death toll in Indonesia passes 1,200 as officials continue to look for victims… https://t.co/Z6UR2lRMdP",-0.8316,0.0,0.315,0.685,2018-10-02 12:04:30+00:00
150,cbsnews,"RT @CBSThisMorning: .@Amazon announced this morning it will increase its minimum wage to $15 an hour. The change, starting next month, appl…",0.3182,0.099,0.0,0.901,2018-10-02 11:53:35+00:00
